1,0.001094
0.997593,0.001649
0.990393,0.003314
0.978471,0.00608
0.961941,0.009914
0.940962,0.014781
0.915736,0.0202
0.886507,0.026136
0.853555,0.032121
0.817199,0.038187
0.777787,0.044213
0.7357,0.04979
0.691344,0.054829
0.645144,0.05925
0.597547,0.0629294
0.549011,0.065764
0.5,0.067726
0.450993,0.068739
0.402456,0.068811
0.354859,0.067961
0.30866,0.066351
0.264303,0.064058
0.222216,0.061091
0.182804,0.057574
0.146447,0.053559
0.113495,0.048929
0.084266,0.043795
0.05904,0.038329
0.03806,0.032209
0.02153,0.025221
0.009607,0.017676
0.002408,0.009672
0,0
0.002408,-0.008537
0.009607,-0.014707
0.02153,-0.020053
0.03806,-0.024283
0.05904,-0.027654
0.084266,-0.0301
0.113495,-0.032494
0.146447,-0.03433
0.182804,-0.035952
0.222216,-0.037221
0.264303,-0.038194
0.30866,-0.038813
0.354859,-0.039056
0.402456,-0.038847
0.450993,-0.038094
0.5,-0.036832
0.549011,-0.035076
0.597547,-0.032742
0.645144,-0.030065
0.691344,-0.027074
0.7357,-0.023953
0.777787,-0.020878
0.817199,-0.017915
0.853555,-0.014951
0.886507,-0.01205
0.915736,-0.009334
0.940962,-0.006916
0.961941,-0.004857
0.978471,-0.00319
0.990393,-0.00202
0.997593,-0.001324
1,-0.001094
1,0.001094
