1,0
0.99671,0.00045
0.9871,0.00196
0.97174,0.0047
0.95126,0.00855
0.92617,0.0132
0.89683,0.01825
0.86343,0.02345
0.82623,0.02877
0.78572,0.03418
0.74243,0.03954
0.69691,0.04467
0.64968,0.04934
0.60115,0.05332
0.55171,0.05649
0.50176,0.05879
0.45172,0.06025
0.40212,0.06093
0.3535,0.06086
0.3064,0.06004
0.26132,0.05849
0.21878,0.05621
0.17925,0.05318
0.14319,0.04935
0.11087,0.04457
0.08232,0.03887
0.05765,0.03256
0.03715,0.0259
0.02106,0.01905
0.0095,0.01218
0.00249,0.00552
1e-05,-0.00028
0.00307,-0.00506
0.012,-0.00943
0.02603,-0.01339
0.04518,-0.01667
0.06942,-0.01934
0.09852,-0.02152
0.1321,-0.02327
0.16972,-0.02461
0.21096,-0.02553
0.25531,-0.026
0.30225,-0.026
0.35127,-0.02546
0.40189,-0.02432
0.45363,-0.0226
0.50596,-0.0203
0.55846,-0.01736
0.61084,-0.01395
0.6626,-0.01049
0.71302,-0.00724
0.76139,-0.00439
0.807,-0.00208
0.84914,-0.0004
0.88712,0.00067
0.92036,0.0012
0.94833,0.00127
0.97059,0.00102
0.98681,0.0006
0.99669,0.00018
1.00001,-0
